slides/done-001/ppt/policy-pesentation.ppt	16/16	2288/2288	match
slides/done-001/pptx/BMFE-06-03 (Gerflor) Smoke Density and Toxicity.pptx	6/6	3547/3547	match
slides/done-008/pptx/AATF-Fact-Sheet-2025.pptx	9/9	4611/4611	match
slides/done-001/pptx/Trust Fund Excise Taxes Structure.pptx	1/1	868/868	match
slides/done-008/pptx/ROK-PI Climate Bulletin - Edition 2017-06.pptx	2/2	2332/2332	match
slides/done-005/ppt/berlin.ppt	29/29	7392/7403	match
slides/done-002/ppt/080214-Intl-pol-frameworks-and-their-implications-for-Africa-ISS-workshop.ppt	18/18	4473/4473	match
slides/done-009/ppt/Employment-Based_I-485.ppt	42/42	13353/13353	match
slides/done-005/pptx/5b_upasana_dasgupta_-_liability_and_registration.pptx	15/15	5024/5024	match
slides/done-002/ppt/ws_prod-g-doc-Events-2007-may-presentation-PtF-background-+-principles.ppt	20/20	5043/5043	match
slides/done-009/pptx/COMSTAC_11_5_2021am_2.pptx	39/39	16225/16225	match
slides/done-002/pptx/Curriculum-Schematic-E22-11052025.pptx	12/12	6925/6925	match
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-Weather.pptx	11/11	12083/12083	match
slides/done-002/pptx/medicines_bulletin_february_2023_final.pptx	1/1	3093/3093	match
slides/done-009/pptx/[Christophe]NLP_reseau_inge_stat.pptx	17/17	4532/4532	match
slides/done-006/ppt/Lepore.ppt	20/20	10753/10767	match
slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	12/12	5802/5802	match
slides/done-010/ppt/BUS-Chapter 05.ppt	50/50	12354/12362	match
slides/done-010/pptx/DoIRD Meeting 16JAN14 v1-1.pptx	15/15	5886/5886	match
slides/done-006/pptx/Ensemble-pour-l-amelioration-de-la-securite-de-lac-AIRBUS.pptx	9/9	3451/3451	match
slides/done-003/ppt/ws_prod-g-doc-Events-2007-september-MDM.032-(ENGLISH)-CZ.ppt	38/38	14835/14835	match
slides/done-006/pptx/iris07.12.12.pptx	21/21	4795/4795	match
slides/done-003/pptx/NCW-2024-Guide-.pptx	1/1	1181/1181	match
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	24/24	23961/23899	match
slides/done-004/ppt/undp_presentation_revised_17_may.ppt	22/22	10590/10556	match
slides/done-006/pptx/wopanets-innovationdays-06-16.pptx	15/15	3625/3625	match
slides/done-004/pptx/Item 6b - UNSD - Dissemination through APIs.pptx	10/10	2420/2420	match
slides/done-007/ppt/introduction_to_bea_tuxedo.ppt	40/40	9931/9893	match
slides/done-004/pptx/attendance-updates-for-governors.pptx	30/30	17298/17298	match
slides/done-007/pptx/BHCA Part II webinar #2 - 10.2020.pptx	21/21	7216/7215	match
slides/done-005/ppt/ITE106-Chapter 4.ppt	47/47	16509/16509	match
slides/done-007/pptx/bitesize-writing-a-report.pptx	15/15	3791/3791	match
slides/done-005/ppt/ws_prod-g-doc-Events-industrymeeting18112004-Aercap.ppt	12/12	6950/6950	match
slides/done-010/pptx/section_1_our_rights_presentation.pptx	30/30	22132/22132	match
slides/done-008/ppt/EG1_dsrc tech.ppt	26/26	11132/11132	match
slides/done-011/pptx/23-session-2-pptx.pptx	16/16	1836/1836	match
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-HSI.pptx	9/9	9027/9027	match
slides/done-008/ppt/concepts-surrounding-cloud-computing-carolyn-kranz-and-rich-prem-gb-seattle-2011.ppt	36/36	13459/13459	match
slides/done-005/pptx/manufacturing_process_simulation_working_group_overview_2023.pptx	7/7	4793/4733	match
slides/done-011/pptx/B2B-Center-Readiness-and-Student-Retention.pptx	33/33	7792/7768	match
slides/done-006/pptx/Course Selection 2025-26 Current Grade 09.pptx	10/10	3343/3343	match
slides/done-008/pptx/G-InvoicingKeithJarboe.pptx	13/13	6968/6968	match
slides/done-006/pptx/Stakeholders-v08052017 - v5.pptx	13/13	3388/3388	match
slides/done-009/ppt/Airport Planning 09112013.ppt	9/9	3591/3591	match
slides/done-011/pptx/_1___Opatrny_Ales_United_Kingdom_business_opportunities_final.pptx	25/25	8990/8990	match
slides/done-006/pptx/social-media-app-bulletin-january.pptx	4/4	4001/4001	match
slides/done-012/ppt/gillikin_online_user_mtg_2010.ppt	40/40	7753/7753	match
slides/done-009/pptx/30-04-2021 merged NDoH and NICD_Presentation HBV BD meeting 05May2021_1.pptx	18/18	7644/7644	match
slides/done-007/ppt/71393_pp7.ppt	39/39	12475/12475	match
slides/done-009/pptx/HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY.pptx	12/12	1868/1868	match
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	39/39	17994/17949	match
slides/done-009/pptx/redac-sas-201403-ppt-portfolio-rev-sim.pptx	14/14	13014/13014	match
slides/done-012/pptx/Sean Monogue.pptx	15/15	4950/4950	match
slides/done-007/pptx/10. Drawings, circuit diagrams and schematics.pptx	23/23	8444/8444	match
slides/done-010/pptx/Copy of Full deck with references Promotion of Outside Interests at Work final(1).pptx	33/33	17378/17384	match
slides/done-007/pptx/PAL Block Intro 2023.pptx	20/20	8225/8225	match
slides/done-010/pptx/REDAC Briefing_SSIT_CARA_08132014.ppt.pptx	14/14	2664/2664	match
slides/done-013/ppt/2015-Civil-Rights-Website-training.ppt	94/94	34818/34818	match
