-0.1000	70.850	70.950	paginated.docx: page 1, line 1 ("Section 1. kerning advance rasteriser layout ligature layout common advance add pay because separate"): left
0.5198	530.423	529.903	paginated.docx: page 1, line 1 ("Section 1. kerning advance rasteriser layout ligature layout common advance add pay because separate"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 2 ("margin advance fonts extraction library paths separate rasteriser arithmetic rendering kerning together"): left
0.5030	529.515	529.012	paginated.docx: page 1, line 2 ("margin advance fonts extraction library paths separate rasteriser arithmetic rendering kerning together"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 3 ("advance rasteriser uses something shaping extraction because kerning page baseline because filling"): left
0.4558	513.617	513.161	paginated.docx: page 1, line 3 ("advance rasteriser uses something shaping extraction because kerning page baseline because filling"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 4 ("together uses something rendering library common margin common something compounds."): left
0.3919	483.721	483.329	paginated.docx: page 1, line 4 ("together uses something rendering library common margin common something compounds."): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 5 ("Section 2. rendering extraction never never paths ligature compounds margin baseline library rasteriser"): left
0.4927	531.089	530.596	paginated.docx: page 1, line 5 ("Section 2. rendering extraction never never paths ligature compounds margin baseline library rasteriser"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 6 ("page pagination because add pagination extraction baseline case must arithmetic common."): left
0.3993	478.151	477.752	paginated.docx: page 1, line 6 ("page pagination because add pagination extraction baseline case must arithmetic common."): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 7 ("Section 3. paths kerning shaping layout rasteriser advance rasteriser must baseline compounds case"): left
0.4148	514.863	514.448	paginated.docx: page 1, line 7 ("Section 3. paths kerning shaping layout rasteriser advance rasteriser must baseline compounds case"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 8 ("margin baseline never extraction page add rendering."): left
0.2344	309.235	309.001	paginated.docx: page 1, line 8 ("margin baseline never extraction page add rendering."): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 9 ("Section 4. layout margin common separate pay never advance filling extraction pagination something"): left
0.4699	521.265	520.795	paginated.docx: page 1, line 9 ("Section 4. layout margin common separate pay never advance filling extraction pagination something"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 10 ("compounds library library because never arithmetic extraction measurement measurement kerning"): left
0.4660	513.858	513.392	paginated.docx: page 1, line 10 ("compounds library library because never arithmetic extraction measurement measurement kerning"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 11 ("must ligature must compounds layout pay add uses arithmetic rasteriser."): left
0.2996	394.298	393.998	paginated.docx: page 1, line 11 ("must ligature must compounds layout pay add uses arithmetic rasteriser."): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 12 ("Section 5. rasteriser compounds ligature because baseline paths common common separate filling"): left
0.3878	508.192	507.804	paginated.docx: page 1, line 12 ("Section 5. rasteriser compounds ligature because baseline paths common common separate filling"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 13 ("arithmetic margin filling baseline shaping something layout library must uses ligature library page never"): left
0.5320	531.744	531.212	paginated.docx: page 1, line 13 ("arithmetic margin filling baseline shaping something layout library must uses ligature library page never"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 14 ("never rendering library page."): left
0.0914	200.148	200.057	paginated.docx: page 1, line 14 ("never rendering library page."): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 15 ("Section 6. advance arithmetic paths separate layout something measurement must because"): left
0.3700	479.827	479.457	paginated.docx: page 1, line 15 ("Section 6. advance arithmetic paths separate layout something measurement must because"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 16 ("measurement must advance pagination must separate rendering ligature sample add separate rendering"): left
0.4504	536.975	536.525	paginated.docx: page 1, line 16 ("measurement must advance pagination must separate rendering ligature sample add separate rendering"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 17 ("library ligature library add together must library library advance measurement separate must pagination"): left
0.5180	534.612	534.094	paginated.docx: page 1, line 17 ("library ligature library add together must library library advance measurement separate must pagination"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 18 ("sample because ligature library baseline rendering shaping extraction compounds compounds."): left
0.4254	492.180	491.755	paginated.docx: page 1, line 18 ("sample because ligature library baseline rendering shaping extraction compounds compounds."): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 19 ("Heading 1"): left
-0.0071	137.311	137.318	paginated.docx: page 1, line 19 ("Heading 1"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 20 ("Section 7. extraction library because because case filling baseline pagination compounds kerning"): left
0.4596	500.388	499.928	paginated.docx: page 1, line 20 ("Section 7. extraction library because because case filling baseline pagination compounds kerning"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 21 ("advance kerning because rendering add because ligature rendering uses case shaping shaping filling"): left
0.4741	514.911	514.437	paginated.docx: page 1, line 21 ("advance kerning because rendering add because ligature rendering uses case shaping shaping filling"): right
-0.1000	70.850	70.950	paginated.docx: page 1, line 22 ("extraction measurement add pay rasteriser fonts pagination advance shaping arithmetic together margin"): left
0.4771	537.926	537.449	paginated.docx: page 1, line 22 ("extraction measurement add pay rasteriser fonts pagination advance shaping arithmetic together margin"): right
